Expected_Runs,Temp,Humidity,Rain,pitcher_SO,pitcher_DRA,pitcher_ERA,pitcher_PPF,pitcher_VORP,pitcher_FIP,pitcher_PVORP,pitcher_PWARP,pitcher_BASES_VS_AB,pitcher_hit_mult,def_H,def_HR,def_GB%,def_FB%,def_LD%,def_POP%,def_DP%,R_batter,TB_batter,SO_batter,RBI_batter,DP_batter,FB%_batter,GB%_batter,LD%_batter,POP%_batter,ISO_batter,AVG_batter,OBP_batter,SLG_batter,TAV_batter,BASES_VS_AB_batter,SDTHB_BAT,bat_SO,bat_RBI,bat_DP,bat_FB%,bat_GB%,bat_LD%,bat_POP%,bat_ISO,bat_AVG,bat_OBP,bat_SLG,bat_TAV,batter_BASES_VS_AB,hit_mult,H_SIDE_pit,1B_SIDE_pit,2B_SIDE_pit,3B_SIDE_pit,HR_SIDE_pit,TB_SIDE_pit,SO_SIDE_pit,BB_SIDE_pit,HBP_SIDE_pit,SF_SIDE_pit,SH_SIDE_pit,DP_SIDE_pit,FB%_SIDE_pit,GB%_SIDE_pit,LD%_SIDE_pit,POP%_SIDE_pit,ISO_SIDE_pit,AVG_SIDE_pit,OBP_SIDE_pit,SLG_SIDE_pit,TAV_SIDE_pit,DRA_SIDE_pit,DRA-_SIDE_pit,CFIP_SIDE_pit,BASES_VS_AB_pit,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA
3.0,75.0,25.0,0.0,0.3,3.71,3.05,96.0,26.1,3.5,26.1,2.7,0.41,0.41,942.0,125.0,45.48,23.17,24.57,6.77,12.5,0.1,0.32,0.17,0.09,0.02,19.55,47.86,25.81,6.78,0.15,0.26,0.34,0.41,0.27,0.45,0.45,0.12,0.09,0.02,24.71,42.35,23.74,9.2,0.16,0.25,0.33,0.42,0.27,0.46,0.46,24.67,15.33,4.33,0.0,5.0,44.0,38.0,10.67,1.0,0.67,0.0,3.0,17.82,56.89,18.25,7.04,0.16,0.2,0.27,0.36,0.22,2.25,51.0,82.0,0.41,3.77,1.21,1.07,0.44,0.1,0.03,0.07,0.08,0.44,0.1,0.25,34.9,30.41,29.03,1.48,1.33,0.15,1.28,1.17
4.4,73.0,69.0,9.0,0.22,5.91,4.7,100.0,-9.6,4.89,-9.4,-0.97,0.49,0.49,1264.0,172.0,43.82,23.06,26.19,6.94,12.02,0.09,0.26,0.17,0.09,0.01,24.75,44.27,24.22,6.76,0.18,0.25,0.33,0.42,0.26,0.47,0.47,0.46,0.19,0.03,23.46,43.35,25.93,7.26,0.14,0.24,0.29,0.38,0.24,0.41,0.41,30.0,18.0,5.0,1.0,6.0,55.0,31.0,8.5,2.0,0.5,0.5,1.5,31.98,40.2,20.84,6.98,0.19,0.23,0.29,0.43,0.24,5.15,117.0,107.0,0.45,2.87,1.4,0.74,0.34,0.07,0.04,0.04,0.09,0.51,0.11,0.26,34.67,34.67,36.11,1.53,1.5,0.04,1.59,1.54
5.4,64.0,62.0,2.0,0.16,5.1,5.2,107.0,1.8,5.01,2.2,0.23,0.49,0.49,1122.0,150.0,47.02,20.92,25.74,6.32,13.57,0.08,0.27,0.17,0.08,0.02,24.83,44.1,22.78,7.99,0.16,0.22,0.3,0.39,0.26,0.44,0.44,0.18,0.08,0.01,21.6,46.21,26.52,5.67,0.16,0.25,0.3,0.41,0.25,0.44,0.44,32.18,20.0,8.55,0.0,3.64,51.64,20.91,12.09,0.64,1.27,0.36,5.36,19.18,48.83,27.12,4.87,0.15,0.25,0.31,0.4,0.24,3.69,83.55,97.73,0.44,3.72,1.44,1.07,0.44,0.1,0.04,0.06,0.1,0.56,0.13,0.29,36.47,35.23,39.79,1.82,1.63,0.19,1.72,1.61
4.4,73.0,78.0,57.0,0.18,7.24,5.22,102.0,-20.4,5.5,-22.2,-2.3,0.48,0.48,1047.0,132.0,46.37,21.65,25.69,6.28,13.5,0.09,0.28,0.16,0.09,0.02,25.41,41.56,24.38,8.35,0.21,0.24,0.31,0.45,0.27,0.5,0.5,0.04,0.03,0.01,16.81,47.53,30.15,5.51,0.14,0.29,0.37,0.43,0.28,0.47,0.44,21.55,15.82,3.73,0.55,1.45,30.73,23.91,24.55,0.91,1.0,1.0,3.36,18.36,54.42,20.59,6.63,0.1,0.23,0.39,0.32,0.26,7.36,167.36,119.73,0.45,5.08,2.16,1.2,0.56,0.13,0.06,0.08,0.11,0.66,0.14,0.39,44.27,47.84,48.34,1.93,2.08,-0.14,2.09,1.97
3.9,73.0,76.0,16.0,0.22,3.31,3.49,98.0,32.1,3.4,33.7,3.49,0.42,0.42,1141.0,137.0,45.38,22.92,25.11,6.59,10.75,0.09,0.29,0.2,0.09,0.02,21.59,48.99,23.35,5.77,0.17,0.23,0.3,0.4,0.25,0.45,0.45,0.15,0.08,0.01,22.44,45.61,23.14,8.81,0.14,0.25,0.3,0.38,0.25,0.41,0.41,28.91,19.45,6.0,0.0,3.45,45.27,30.64,8.36,1.55,0.0,0.0,3.09,19.99,53.26,21.98,4.77,0.13,0.23,0.29,0.37,0.23,3.31,75.0,91.09,0.4,2.86,1.24,0.81,0.38,0.07,0.03,0.04,0.09,0.47,0.1,0.26,31.5,34.65,36.05,1.34,1.48,-0.14,1.55,1.46
4.2,74.0,50.0,2.0,0.26,4.29,5.68,107.0,9.1,4.57,8.6,0.89,0.5,0.5,1036.0,146.0,44.75,23.82,23.79,7.64,8.55,0.08,0.27,0.14,0.08,0.02,24.18,46.2,23.09,6.53,0.17,0.26,0.32,0.43,0.27,0.46,0.46,0.06,0.03,0.0,27.45,38.69,24.01,9.85,0.24,0.28,0.38,0.52,0.31,0.58,0.48,15.33,11.67,1.0,0.0,2.67,24.33,21.67,9.67,0.67,0.33,0.0,0.67,25.52,40.04,27.26,7.19,0.14,0.24,0.34,0.37,0.25,3.1,70.33,90.33,0.45,5.67,1.95,1.5,0.44,0.15,0.05,0.1,0.1,0.6,0.14,0.39,39.44,38.4,45.14,1.73,1.75,-0.01,1.97,1.79
4.1,73.0,56.0,1.0,0.26,4.02,4.05,97.0,19.5,3.66,18.3,1.9,0.44,0.44,1096.0,133.0,46.55,21.91,23.86,7.68,13.77,0.09,0.27,0.17,0.08,0.01,25.15,44.41,23.57,6.57,0.16,0.23,0.29,0.38,0.25,0.43,0.43,0.19,0.07,0.02,22.51,46.41,23.44,7.63,0.15,0.23,0.3,0.38,0.25,0.43,0.43,29.27,18.36,5.91,0.91,4.09,49.27,39.55,11.0,0.55,0.55,1.09,2.0,25.18,41.9,22.03,10.9,0.15,0.24,0.3,0.39,0.25,2.88,65.55,87.18,0.44,4.03,1.62,1.11,0.52,0.1,0.04,0.06,0.11,0.61,0.14,0.33,43.54,41.75,43.99,1.88,1.86,0.01,1.91,1.79
4.4,63.0,60.0,1.0,0.21,6.16,5.93,105.0,-8.2,5.27,-7.7,-0.8,0.53,0.53,1200.0,170.0,43.98,24.19,23.7,8.13,12.47,0.06,0.18,0.12,0.06,0.01,24.05,43.71,25.78,6.46,0.19,0.26,0.33,0.46,0.29,0.5,0.49,0.06,0.03,0.01,26.13,42.0,24.31,7.55,0.19,0.22,0.29,0.41,0.24,0.45,0.47,39.9,23.0,10.2,1.8,4.9,68.4,31.6,16.5,1.9,0.1,0.1,6.3,28.14,44.96,20.25,6.64,0.22,0.3,0.38,0.52,0.29,6.4,145.9,111.9,0.56,6.43,2.14,2.01,0.83,0.17,0.06,0.11,0.16,0.84,0.2,0.48,63.65,60.97,62.31,2.82,2.69,0.13,2.75,2.46
3.7,70.0,61.0,46.0,0.24,3.87,3.3,106.0,25.5,3.54,26.0,2.69,0.43,0.43,1085.0,162.0,43.16,25.0,24.63,7.2,14.12,0.09,0.31,0.2,0.09,0.02,23.67,42.45,25.61,8.28,0.18,0.25,0.31,0.43,0.26,0.46,0.46,0.05,0.03,0.0,24.6,38.98,25.95,10.48,0.16,0.26,0.34,0.42,0.27,0.47,0.47,30.2,20.0,6.8,1.8,1.6,45.4,29.4,11.8,0.6,0.0,0.0,6.8,21.27,47.52,24.84,6.36,0.12,0.24,0.3,0.35,0.22,3.6,81.6,96.6,0.41,3.02,0.82,1.1,0.26,0.08,0.02,0.06,0.07,0.34,0.09,0.24,19.2,21.9,23.4,0.87,0.96,-0.09,1.02,0.98
4.3,74.0,98.0,21.0,0.16,5.67,5.47,102.0,-6.2,5.08,-5.4,-0.56,0.5,0.5,1223.0,188.0,45.12,22.78,25.36,6.74,11.58,0.07,0.25,0.18,0.06,0.02,22.51,44.18,24.69,8.32,0.13,0.22,0.27,0.35,0.22,0.4,0.4,0.06,0.03,0.01,24.95,40.48,28.11,6.46,0.15,0.28,0.36,0.43,0.28,0.48,0.47,35.67,21.67,7.33,1.67,5.0,61.33,20.0,14.67,0.67,1.0,0.33,1.33,24.34,44.13,24.94,6.59,0.21,0.3,0.37,0.51,0.31,7.52,171.0,122.67,0.56,4.06,1.92,0.99,0.61,0.1,0.05,0.05,0.11,0.65,0.14,0.34,49.35,49.35,47.95,2.16,2.17,-0.01,2.07,1.95
4.0,64.0,81.0,8.0,0.24,4.64,3.74,106.0,11.5,3.89,11.9,1.24,0.42,0.42,1171.0,165.0,43.09,24.19,24.83,7.89,10.46,0.1,0.33,0.14,0.1,0.02,24.35,43.68,25.57,6.39,0.21,0.27,0.34,0.48,0.28,0.51,0.51,0.11,0.03,0.0,22.35,44.09,23.85,9.72,0.12,0.27,0.33,0.38,0.26,0.43,0.43,28.33,17.33,5.56,0.56,4.89,49.67,36.56,7.11,1.89,0.56,0.0,2.56,23.63,42.68,22.86,10.83,0.15,0.21,0.25,0.36,0.21,3.8,86.33,95.78,0.39,2.5,0.97,0.84,0.43,0.06,0.03,0.04,0.08,0.43,0.1,0.24,32.01,32.99,33.32,1.44,1.47,-0.03,1.47,1.36
2.8,75.0,25.0,0.0,0.33,2.57,2.72,96.0,53.6,3.24,53.4,5.53,0.41,0.41,942.0,125.0,45.48,23.17,24.57,6.77,12.5,0.1,0.32,0.17,0.09,0.02,19.55,47.86,25.81,6.78,0.15,0.26,0.34,0.41,0.27,0.45,0.45,0.07,0.05,0.01,26.75,39.38,26.88,6.98,0.19,0.28,0.35,0.48,0.29,0.52,0.49,27.45,18.64,3.73,1.64,3.45,44.82,50.73,7.55,1.36,1.64,0.18,0.18,36.58,29.69,20.45,13.29,0.11,0.17,0.21,0.27,0.18,1.84,42.0,85.18,0.3,3.3,1.06,0.94,0.38,0.09,0.03,0.06,0.07,0.39,0.09,0.22,30.52,26.6,25.39,1.29,1.16,0.13,1.12,1.02
4.8,79.0,73.0,33.0,0.15,6.47,5.97,100.0,-16.5,4.46,-16.2,-1.68,0.51,0.51,1264.0,172.0,43.82,23.06,26.19,6.94,12.02,0.09,0.26,0.17,0.09,0.01,24.75,44.27,24.22,6.76,0.18,0.25,0.33,0.42,0.26,0.47,0.47,0.19,0.06,0.03,24.29,45.63,24.15,5.93,0.1,0.22,0.27,0.32,0.21,0.35,0.4,41.89,26.89,10.56,0.56,3.89,65.22,22.78,9.67,1.67,2.11,0.56,2.67,28.16,40.82,24.49,6.53,0.16,0.29,0.34,0.45,0.27,5.82,132.44,110.89,0.47,4.55,2.22,1.17,0.54,0.12,0.06,0.06,0.14,0.8,0.17,0.41,55.04,55.04,57.33,2.43,2.37,0.06,2.53,2.44
5.2,58.0,83.0,24.0,0.25,3.65,4.21,105.0,34.1,3.8,27.5,2.85,0.45,0.45,1122.0,150.0,47.02,20.92,25.74,6.32,13.57,0.08,0.27,0.17,0.08,0.02,24.83,44.1,22.78,7.99,0.16,0.22,0.3,0.39,0.26,0.44,0.44,0.06,0.04,0.01,20.98,45.25,28.75,5.02,0.2,0.31,0.37,0.51,0.29,0.54,0.46,31.8,20.4,6.1,2.1,3.2,51.7,33.0,13.7,2.8,1.3,0.7,4.5,18.63,49.23,24.96,7.18,0.16,0.26,0.34,0.42,0.26,3.53,80.1,96.7,0.46,3.23,1.25,0.93,0.38,0.08,0.03,0.05,0.09,0.49,0.11,0.26,31.68,30.6,34.56,1.58,1.42,0.17,1.49,1.4
4.2,64.0,84.0,5.0,0.24,4.65,4.52,99.0,3.7,4.17,4.3,0.45,0.45,0.45,1109.0,172.0,43.81,22.61,25.75,7.83,14.92,0.09,0.25,0.17,0.08,0.01,23.86,45.33,24.72,6.1,0.16,0.23,0.32,0.4,0.26,0.45,0.45,0.07,0.02,0.0,24.83,42.06,26.63,6.48,0.14,0.21,0.28,0.35,0.23,0.39,0.42,2.2,1.2,0.0,0.0,1.0,5.2,1.6,0.0,0.0,0.0,0.0,0.0,54.67,42.0,0.0,3.33,0.44,0.33,0.33,0.77,0.4,3.85,87.6,96.0,0.77,4.85,1.36,1.83,0.59,0.13,0.04,0.09,0.12,0.61,0.15,0.37,47.43,43.35,44.88,2.0,1.87,0.13,1.97,1.77
4.1,64.0,80.0,7.0,0.19,5.55,5.3,99.0,-1.5,4.67,-2.4,-0.25,0.53,0.53,1190.0,152.0,46.27,21.63,25.9,6.2,10.97,0.04,0.13,0.08,0.04,0.01,25.02,42.4,24.78,6.79,0.17,0.24,0.31,0.41,0.26,0.46,0.44,0.18,0.07,0.02,18.58,49.03,25.11,7.28,0.12,0.24,0.3,0.36,0.24,0.4,0.4,27.0,18.0,4.67,0.56,3.78,44.11,17.33,9.11,0.0,0.56,1.56,0.56,32.35,37.75,26.74,3.16,0.21,0.35,0.41,0.55,0.38,6.87,156.44,121.89,0.58,4.4,1.55,1.32,0.77,0.12,0.04,0.08,0.11,0.59,0.13,0.34,50.16,51.55,45.52,2.09,2.18,-0.09,1.97,1.74
4.6,79.0,79.0,59.0,0.16,4.72,3.44,97.0,7.4,4.27,8.8,0.91,0.42,0.42,1141.0,137.0,45.38,22.92,25.11,6.59,10.75,0.09,0.29,0.2,0.09,0.02,21.59,48.99,23.35,5.77,0.17,0.23,0.3,0.4,0.25,0.45,0.45,0.15,0.08,0.02,24.04,44.17,24.31,7.49,0.15,0.25,0.31,0.4,0.26,0.43,0.43,30.0,18.44,8.0,0.0,3.56,48.67,24.78,11.0,0.44,1.0,2.67,3.44,22.86,42.23,27.14,7.77,0.15,0.24,0.3,0.39,0.24,5.12,116.33,110.56,0.42,3.23,1.4,0.91,0.43,0.08,0.04,0.05,0.1,0.53,0.12,0.3,35.6,39.16,40.74,1.52,1.67,-0.15,1.76,1.65
4.4,80.0,75.0,15.0,0.28,3.13,4.76,100.0,33.7,3.56,32.7,3.39,0.45,0.45,1096.0,133.0,46.55,21.91,23.86,7.68,13.77,0.09,0.27,0.17,0.08,0.01,25.15,44.41,23.57,6.57,0.16,0.23,0.29,0.38,0.25,0.43,0.43,0.2,0.08,0.02,21.81,45.76,24.75,7.68,0.16,0.23,0.31,0.39,0.25,0.44,0.44,27.09,20.09,3.91,0.55,2.55,39.73,34.55,8.73,1.45,1.09,1.82,3.18,20.46,43.33,28.21,8.0,0.11,0.24,0.3,0.35,0.24,3.52,79.91,90.91,0.38,3.95,1.59,1.09,0.51,0.1,0.04,0.06,0.11,0.6,0.13,0.33,42.68,40.92,43.12,1.84,1.83,0.01,1.87,1.76
5.0,82.0,73.0,3.0,0.16,5.27,5.79,106.0,-0.3,5.03,0.1,0.01,0.58,0.58,1072.0,156.0,43.45,24.21,23.55,8.8,10.87,0.1,0.27,0.18,0.09,0.01,25.41,45.31,22.18,6.79,0.18,0.23,0.3,0.41,0.25,0.47,0.47,0.15,0.1,0.01,23.1,42.76,27.04,7.1,0.17,0.27,0.34,0.44,0.28,0.48,0.48,3.0,2.0,1.0,0.0,0.0,4.0,3.5,0.62,0.0,0.0,0.0,0.0,12.5,39.29,44.04,4.17,0.09,0.27,0.3,0.36,0.23,2.35,53.75,76.38,0.39,4.07,1.51,1.3,0.58,0.11,0.04,0.07,0.12,0.64,0.14,0.35,48.59,47.15,49.07,2.12,2.02,0.1,2.11,1.91
3.3,75.0,86.0,79.0,0.31,2.45,2.22,106.0,52.4,2.42,52.7,5.46,0.35,0.35,1085.0,162.0,43.16,25.0,24.63,7.2,14.12,0.09,0.31,0.2,0.09,0.02,23.67,42.45,25.61,8.28,0.18,0.25,0.31,0.43,0.26,0.46,0.46,0.14,0.09,0.02,26.43,40.23,25.37,7.97,0.19,0.25,0.33,0.45,0.27,0.48,0.48,30.67,19.67,8.33,0.33,2.33,46.67,46.33,13.67,2.0,0.67,0.67,1.67,23.09,46.46,23.15,7.31,0.11,0.22,0.29,0.33,0.22,2.95,67.67,86.0,0.38,2.64,0.72,0.96,0.23,0.07,0.02,0.05,0.06,0.3,0.08,0.21,16.78,19.14,20.45,0.76,0.84,-0.08,0.89,0.85
2.7,75.0,25.0,0.0,0.35,2.51,2.85,97.0,52.0,2.73,52.9,5.48,0.38,0.38,942.0,125.0,45.48,23.17,24.57,6.77,12.5,0.1,0.32,0.17,0.09,0.02,19.55,47.86,25.81,6.78,0.15,0.26,0.34,0.41,0.27,0.45,0.45,0.13,0.09,0.02,23.75,43.78,23.46,9.0,0.18,0.26,0.33,0.43,0.28,0.48,0.48,23.67,13.0,6.33,0.0,4.33,43.0,55.33,10.0,1.67,0.0,0.67,4.67,32.62,35.86,22.26,9.26,0.14,0.17,0.23,0.31,0.18,1.74,39.67,79.67,0.35,3.25,1.05,0.93,0.38,0.09,0.03,0.06,0.07,0.38,0.09,0.22,30.08,26.2,25.01,1.27,1.14,0.13,1.1,1.01
5.1,84.0,62.0,15.0,0.21,5.64,5.13,101.0,-2.9,4.94,-3.6,-0.37,0.52,0.52,1264.0,172.0,43.82,23.06,26.19,6.94,12.02,0.09,0.26,0.17,0.09,0.01,24.75,44.27,24.22,6.76,0.18,0.25,0.33,0.42,0.26,0.47,0.47,0.46,0.19,0.03,24.85,43.6,24.05,7.5,0.14,0.24,0.3,0.38,0.24,0.42,0.42,38.0,23.0,8.0,1.0,6.0,66.0,28.5,11.0,0.0,0.5,2.0,1.0,27.54,31.31,31.88,9.27,0.23,0.3,0.36,0.53,0.3,5.03,114.5,109.5,0.56,3.3,1.61,0.85,0.39,0.08,0.04,0.04,0.1,0.58,0.13,0.29,39.89,39.89,41.56,1.76,1.72,0.04,1.83,1.77
5.0,64.0,83.0,36.0,0.22,4.6,4.79,109.0,13.4,4.67,11.6,1.2,0.49,0.49,1122.0,150.0,47.02,20.92,25.74,6.32,13.57,0.03,0.09,0.07,0.02,0.01,22.67,46.86,21.66,7.82,0.13,0.21,0.27,0.34,0.23,0.4,0.43,0.18,0.08,0.01,21.32,49.85,22.18,6.65,0.15,0.24,0.29,0.39,0.24,0.43,0.43,33.4,18.6,6.4,2.4,6.0,62.6,29.4,13.4,0.4,1.8,1.2,3.6,25.91,33.2,31.58,9.31,0.23,0.27,0.35,0.49,0.29,5.75,131.0,115.8,0.54,3.5,1.36,1.01,0.41,0.09,0.04,0.06,0.1,0.53,0.12,0.28,34.32,33.15,37.44,1.72,1.54,0.18,1.61,1.52
3.7,63.0,77.0,5.0,0.18,5.33,3.67,101.0,-1.1,4.62,-0.3,-0.03,0.47,0.47,1109.0,172.0,43.81,22.61,25.75,7.83,14.92,0.09,0.25,0.17,0.08,0.01,23.86,45.33,24.72,6.1,0.16,0.23,0.32,0.4,0.26,0.45,0.45,0.15,0.09,0.02,23.67,46.01,21.08,9.24,0.17,0.22,0.28,0.39,0.24,0.42,0.42,15.4,11.2,1.6,0.0,2.6,24.8,13.8,4.8,2.4,0.0,0.0,1.8,26.06,39.07,24.53,10.34,0.14,0.23,0.31,0.38,0.23,4.89,111.6,110.2,0.4,4.18,1.17,1.58,0.51,0.11,0.03,0.08,0.1,0.53,0.13,0.32,40.92,37.4,38.72,1.72,1.61,0.11,1.7,1.53
3.1,55.0,89.0,15.0,0.21,3.35,4.42,98.0,26.9,4.08,27.4,2.84,0.47,0.47,1148.0,126.0,45.29,21.27,26.06,7.39,14.58,0.03,0.08,0.07,0.02,0.01,19.17,50.83,21.16,7.84,0.11,0.21,0.28,0.31,0.23,0.38,0.4,0.08,0.02,0.01,19.36,52.98,21.69,5.97,0.11,0.21,0.28,0.32,0.22,0.36,0.42,27.9,17.9,3.4,1.7,4.9,49.4,23.8,5.2,0.7,0.0,2.0,3.7,24.02,51.81,19.39,4.78,0.2,0.27,0.31,0.47,0.27,4.12,94.2,95.2,0.48,3.26,1.56,0.81,0.34,0.08,0.04,0.04,0.1,0.56,0.12,0.28,40.95,38.61,41.34,1.69,1.58,0.11,1.79,1.68
3.7,87.0,48.0,2.0,0.24,5.45,5.37,107.0,-2.6,5.29,-2.3,-0.24,0.55,0.55,1272.0,185.0,43.41,23.51,25.56,7.52,12.91,0.08,0.26,0.16,0.07,0.02,19.48,48.56,25.41,6.54,0.13,0.25,0.31,0.38,0.27,0.42,0.42,0.15,0.09,0.02,22.6,45.21,24.47,7.72,0.19,0.26,0.31,0.44,0.26,0.48,0.48,29.44,13.56,5.44,0.11,10.33,66.11,48.89,8.44,1.11,0.0,0.11,4.56,29.12,39.86,22.96,8.06,0.26,0.21,0.26,0.47,0.24,3.47,79.33,91.0,0.5,2.86,1.28,0.83,0.47,0.07,0.03,0.04,0.09,0.5,0.11,0.29,33.33,37.82,38.57,1.47,1.71,-0.24,1.7,1.58
3.9,87.0,52.0,19.0,0.19,3.59,3.56,98.0,19.9,3.67,17.3,1.8,0.41,0.41,1141.0,137.0,45.38,22.92,25.11,6.59,10.75,0.09,0.25,0.16,0.08,0.01,22.91,44.12,26.55,6.11,0.14,0.24,0.31,0.38,0.25,0.44,0.44,0.14,0.08,0.01,23.37,47.27,22.58,6.78,0.15,0.27,0.32,0.42,0.28,0.44,0.44,6.33,4.75,1.58,0.0,0.0,7.92,6.5,2.0,0.0,0.0,0.0,0.58,12.69,56.73,20.15,10.44,0.06,0.23,0.29,0.29,0.21,4.69,106.83,100.42,0.34,2.66,1.15,0.75,0.35,0.07,0.03,0.04,0.08,0.44,0.1,0.25,29.3,32.23,33.53,1.25,1.38,-0.13,1.45,1.36
4.1,82.0,68.0,15.0,0.22,4.17,4.09,94.0,23.6,4.95,17.7,1.83,0.45,0.45,1000.0,128.0,44.56,22.42,25.96,7.06,12.54,0.07,0.23,0.18,0.06,0.01,18.53,49.82,23.39,7.96,0.12,0.22,0.28,0.35,0.22,0.4,0.4,0.05,0.03,0.01,21.0,49.39,24.52,5.1,0.16,0.28,0.34,0.44,0.28,0.46,0.43,25.91,12.73,6.27,1.55,5.36,51.36,26.73,15.55,1.36,0.55,0.0,2.45,25.48,39.49,24.66,10.37,0.21,0.22,0.31,0.42,0.26,5.53,125.82,110.82,0.49,3.21,1.44,0.84,0.43,0.08,0.04,0.05,0.09,0.51,0.11,0.26,39.69,38.19,40.07,1.71,1.64,0.07,1.73,1.57
4.9,90.0,51.0,15.0,0.18,4.85,4.59,100.0,8.9,4.84,8.5,0.88,0.47,0.47,1124.0,156.0,41.62,25.3,24.42,8.66,10.38,0.07,0.26,0.17,0.07,0.02,23.78,41.5,26.03,8.69,0.14,0.23,0.29,0.38,0.24,0.41,0.41,0.07,0.02,0.01,19.47,52.86,21.22,6.46,0.12,0.22,0.29,0.34,0.23,0.39,0.4,33.67,23.11,6.44,0.56,3.56,51.89,25.11,14.89,1.0,0.0,1.11,3.0,27.56,41.02,22.01,9.4,0.12,0.23,0.31,0.35,0.23,4.56,103.89,104.0,0.41,2.7,1.28,0.68,0.41,0.07,0.03,0.04,0.08,0.43,0.09,0.24,31.9,33.19,34.16,1.38,1.49,-0.11,1.5,1.38
3.9,89.0,52.0,15.0,0.2,5.35,4.04,95.0,-2.2,5.3,-0.8,-0.08,0.47,0.47,1039.0,149.0,44.55,21.57,25.5,8.37,12.5,0.08,0.26,0.19,0.08,0.01,22.44,46.71,22.21,8.33,0.16,0.22,0.29,0.38,0.24,0.44,0.44,0.21,0.08,0.01,21.81,49.05,23.06,6.07,0.16,0.25,0.31,0.41,0.27,0.45,0.45,25.6,15.8,2.8,0.6,6.4,48.8,18.6,11.0,2.6,0.0,1.2,3.2,27.89,38.39,21.07,12.65,0.22,0.24,0.32,0.45,0.27,5.5,124.8,114.8,0.49,3.87,1.7,0.91,0.43,0.1,0.04,0.06,0.09,0.55,0.12,0.31,34.8,37.2,38.0,1.53,1.66,-0.12,1.64,1.58
5.8,91.0,48.0,1.0,0.16,5.43,3.33,100.0,-2.4,3.8,-2.4,-0.25,0.41,0.41,1264.0,172.0,43.82,23.06,26.19,6.94,12.02,0.09,0.25,0.13,0.08,0.02,23.55,45.27,23.52,7.65,0.17,0.26,0.34,0.43,0.28,0.47,0.47,0.4,0.16,0.03,22.51,45.25,24.79,7.45,0.13,0.23,0.28,0.36,0.23,0.39,0.39,10.0,7.5,1.5,0.5,0.5,14.0,8.0,4.0,0.0,0.0,0.0,1.5,10.26,63.25,22.76,3.74,0.08,0.21,0.28,0.28,0.19,4.59,104.5,97.5,0.35,5.36,2.62,1.38,0.64,0.14,0.07,0.07,0.17,0.95,0.2,0.48,64.85,64.85,67.56,2.86,2.8,0.07,2.98,2.88
4.4,63.0,70.0,2.0,0.14,5.71,4.28,94.0,-4.1,4.78,-4.5,-0.46,0.46,0.46,1082.0,151.0,44.73,22.87,24.83,7.58,12.88,0.1,0.31,0.16,0.1,0.02,26.61,40.96,24.66,7.77,0.2,0.26,0.33,0.46,0.28,0.49,0.49,0.08,0.04,0.01,29.31,38.32,23.88,8.49,0.18,0.24,0.31,0.43,0.27,0.46,0.46,34.0,19.3,11.0,0.7,3.0,55.4,26.4,5.6,0.0,1.0,1.6,1.4,19.36,43.99,29.59,7.06,0.15,0.23,0.26,0.38,0.23,4.03,91.4,100.4,0.4,3.27,1.27,0.98,0.5,0.08,0.03,0.05,0.09,0.5,0.11,0.27,40.4,39.25,38.11,1.74,1.69,0.05,1.68,1.53
4.4,79.0,34.0,0.0,0.15,4.12,4.03,96.0,20.7,4.12,21.1,2.18,0.45,0.45,1150.0,156.0,43.15,24.64,25.33,6.88,14.0,0.1,0.33,0.14,0.1,0.02,24.35,43.68,25.57,6.39,0.21,0.27,0.34,0.48,0.28,0.51,0.51,0.06,0.03,0.01,22.45,47.72,23.16,6.67,0.13,0.25,0.3,0.38,0.25,0.4,0.42,39.0,22.2,10.4,1.0,5.4,67.6,24.4,7.8,1.6,0.4,0.6,6.4,19.34,47.92,28.17,4.56,0.2,0.28,0.32,0.48,0.27,4.26,97.2,94.6,0.5,2.71,1.04,0.81,0.39,0.07,0.03,0.04,0.07,0.4,0.09,0.23,30.39,31.02,31.65,1.28,1.34,-0.06,1.39,1.26
4.4,82.0,70.0,3.0,0.31,2.82,2.97,94.0,32.6,3.71,31.9,3.3,0.39,0.39,1071.0,114.0,46.38,21.0,25.64,6.98,12.38,0.09,0.28,0.17,0.08,0.01,21.65,46.37,24.31,7.36,0.16,0.24,0.32,0.41,0.26,0.46,0.46,0.09,0.07,0.0,20.22,51.31,23.65,4.83,0.16,0.26,0.35,0.43,0.29,0.47,0.47,13.4,9.6,1.2,0.0,2.6,22.4,21.0,3.6,0.8,0.0,0.8,1.4,33.25,40.89,18.44,7.41,0.14,0.21,0.26,0.35,0.22,2.69,61.0,84.0,0.38,3.5,1.2,1.14,0.42,0.09,0.03,0.06,0.09,0.5,0.12,0.29,35.1,35.88,38.22,1.49,1.53,-0.04,1.65,1.49
